id,Length,Height,Whole weight,Sex_I,Sex_M,DimensionsCluster,Rings
41265,0.68,0.185,1.7975,0,1,2,11
41266,0.455,0.115,0.458,0,1,1,8
41267,0.615,0.14,1.0305,0,0,0,9
41268,0.52,0.13,0.7165,1,0,0,8
41269,0.585,0.12,0.8295,0,0,0,13
41270,0.63,0.17,1.2255,0,0,2,10
41271,0.21,0.05,0.0315,1,0,1,4
41272,0.685,0.195,1.7885,0,1,2,21
41273,0.55,0.145,0.8285,0,0,0,9
41274,0.675,0.175,1.7025,0,0,2,11
41275,0.685,0.2,1.2615,0,0,2,13
41276,0.42,0.11,0.3625,1,0,1,7
41277,0.525,0.15,0.7245,0,0,0,11
41278,0.53,0.13,0.578,1,0,1,8
41279,0.56,0.155,0.895,0,0,0,12
41280,0.645,0.215,1.6185,0,0,2,11
41281,0.69,0.2,1.7265,0,0,2,21
41282,0.355,0.075,0.2295,1,0,1,7
41283,0.56,0.17,0.931,0,1,0,17
41284,0.47,0.1,0.4445,1,0,1,11
41285,0.645,0.175,1.406,0,0,2,10
41286,0.385,0.085,0.2815,0,1,1,7
41287,0.57,0.12,0.8465,0,1,0,9
41288,0.44,0.12,0.4495,0,1,1,10
41289,0.205,0.045,0.0495,1,0,1,6
41290,0.665,0.19,1.6605,0,0,2,12
41291,0.585,0.165,0.991,0,1,0,15
41292,0.32,0.075,0.17,1,0,1,6
41293,0.46,0.115,0.4215,1,0,1,7
41294,0.565,0.155,1.098,0,0,0,10
41295,0.565,0.15,1.0045,0,1,0,9
41296,0.565,0.145,0.8085,1,0,0,14
41297,0.55,0.14,0.9425,0,0,0,15
41298,0.45,0.115,0.4335,0,0,1,8
41299,0.39,0.1,0.2665,1,0,1,7
41300,0.255,0.05,0.0515,1,0,1,4
41301,0.505,0.125,0.5885,0,1,1,8
41302,0.59,0.14,0.9755,0,0,0,12
41303,0.7,0.205,1.724,0,0,2,12
41304,0.585,0.175,1.027,0,0,0,21
41305,0.585,0.155,0.967,0,0,0,11
41306,0.665,0.19,1.6895,0,0,2,9
41307,0.545,0.14,0.771,1,0,0,8
41308,0.575,0.14,0.8295,0,0,0,10
41309,0.7,0.2,1.664,0,1,2,16
41310,0.535,0.16,0.7365,0,1,0,15
41311,0.645,0.175,1.4585,0,0,2,11
41312,0.57,0.16,0.8085,0,1,0,11
41313,0.415,0.1,0.405,1,0,1,7
41314,0.42,0.095,0.238,1,0,1,7
41315,0.535,0.135,0.771,1,0,0,9
41316,0.595,0.14,0.966,0,0,0,12
41317,0.565,0.14,0.7875,0,1,0,10
41318,0.59,0.15,0.853,0,1,0,10
41319,0.625,0.15,1.1445,0,0,0,9
41320,0.505,0.125,0.5155,1,0,1,8
41321,0.61,0.155,1.32,0,1,2,10
41322,0.28,0.065,0.09,1,0,1,4
41323,0.32,0.095,0.1745,1,0,1,8
41324,0.64,0.185,1.012,0,0,0,13
41325,0.455,0.12,0.4995,1,0,1,8
41326,0.53,0.12,0.646,1,0,0,8
41327,0.635,0.17,1.496,0,0,2,19
41328,0.36,0.09,0.197,1,0,1,7
41329,0.545,0.13,0.8205,0,1,0,11
41330,0.735,0.195,1.907,0,1,2,10
41331,0.56,0.13,1.107,0,0,0,8
41332,0.555,0.145,0.9845,1,0,0,10
41333,0.555,0.13,0.7665,1,0,0,9
41334,0.37,0.09,0.2815,0,0,1,15
41335,0.575,0.14,0.873,0,1,0,9
41336,0.32,0.075,0.17,1,0,1,5
41337,0.525,0.145,0.7405,1,0,0,9
41338,0.435,0.11,0.4335,0,0,1,10
41339,0.65,0.165,1.2795,0,1,2,10
41340,0.53,0.145,0.7635,0,0,0,12
41341,0.455,0.105,0.4005,1,0,1,8
41342,0.46,0.11,0.4965,0,1,1,8
41343,0.35,0.085,0.213,1,0,1,6
41344,0.59,0.14,0.983,0,1,0,8
41345,0.595,0.165,1.059,0,1,0,12
41346,0.43,0.105,0.3675,0,1,1,9
41347,0.59,0.165,1.1185,0,0,0,9
41348,0.475,0.115,0.4595,1,0,1,7
41349,0.6,0.135,1.031,0,0,0,9
41350,0.585,0.155,0.983,0,1,0,12
41351,0.635,0.175,1.4915,0,0,2,11
41352,0.33,0.075,0.1695,1,0,1,6
41353,0.61,0.165,1.1705,0,1,0,10
41354,0.525,0.125,0.5615,1,0,1,9
41355,0.5,0.145,0.742,0,0,0,12
41356,0.525,0.145,0.832,0,0,0,18
41357,0.525,0.135,0.872,0,1,0,11
41358,0.445,0.13,0.4475,0,0,1,10
41359,0.68,0.165,1.566,0,1,2,11
41360,0.36,0.1,0.22,1,0,1,6
41361,0.73,0.19,1.974,0,0,2,11
41362,0.56,0.155,0.8155,0,1,0,11
41363,0.645,0.165,1.3315,0,1,2,9
41364,0.31,0.085,0.1375,1,0,1,6
41365,0.675,0.19,1.4415,0,0,2,9
41366,0.18,0.04,0.0265,1,0,1,4
41367,0.61,0.14,1.053,0,1,0,9
41368,0.5,0.15,0.6015,1,0,0,8
41369,0.72,0.22,1.966,0,0,2,12
41370,0.695,0.195,1.933,0,1,2,10
41371,0.575,0.155,0.7955,1,0,0,10
41372,0.57,0.15,0.953,0,1,0,9
41373,0.64,0.19,1.0835,0,0,0,16
41374,0.545,0.14,0.7545,1,0,0,9
41375,0.64,0.17,1.5275,0,1,2,19
41376,0.45,0.105,0.44,1,0,1,8
41377,0.65,0.17,1.1805,0,1,0,11
41378,0.475,0.14,0.5065,0,0,1,12
41379,0.475,0.11,0.556,1,0,1,8
41380,0.55,0.165,1.0225,0,0,0,9
41381,0.525,0.145,0.6245,0,1,0,9
41382,0.415,0.1,0.393,1,0,1,6
41383,0.485,0.14,0.722,0,1,0,11
41384,0.605,0.165,1.056,0,0,0,18
41385,0.53,0.135,0.742,1,0,0,8
41386,0.475,0.125,0.5845,0,0,1,8
41387,0.52,0.115,0.5825,0,0,1,10
41388,0.58,0.15,0.9265,1,0,0,8
41389,0.505,0.125,0.6255,0,1,0,12
41390,0.595,0.165,1.073,0,1,0,12
41391,0.685,0.16,1.6465,0,1,2,10
41392,0.47,0.12,0.4415,1,0,1,7
41393,0.235,0.055,0.055,1,0,1,7
41394,0.735,0.175,1.7265,0,1,2,15
41395,0.55,0.15,0.804,0,1,0,9
41396,0.65,0.185,1.622,0,1,2,17
41397,0.44,0.105,0.406,0,1,1,9
41398,0.695,0.195,1.6385,0,0,2,11
41399,0.65,0.18,1.6805,0,0,2,11
41400,0.615,0.17,1.274,0,0,2,8
41401,0.67,0.19,1.3575,0,0,2,11
41402,0.605,0.19,1.142,0,0,0,10
41403,0.485,0.12,0.547,0,1,1,9
41404,0.47,0.135,0.452,1,0,1,8
41405,0.585,0.16,1.1055,0,0,0,9
41406,0.625,0.15,1.136,0,0,0,10
41407,0.62,0.17,1.1345,0,0,0,9
41408,0.55,0.175,0.8415,1,0,0,10
41409,0.53,0.12,0.6255,0,1,0,6
41410,0.59,0.145,0.8645,0,1,0,9
41411,0.605,0.165,1.1015,0,0,0,10
41412,0.57,0.16,1.017,0,1,0,10
41413,0.575,0.165,0.98,0,1,0,14
41414,0.415,0.1,0.3355,1,0,1,7
41415,0.575,0.14,0.94,1,0,0,9
41416,0.7,0.19,1.7015,0,0,2,13
41417,0.515,0.135,0.5185,0,1,1,9
41418,0.56,0.135,0.826,0,1,0,8
41419,0.325,0.1,0.1735,1,0,1,6
41420,0.55,0.15,0.985,0,1,0,23
41421,0.395,0.085,0.2875,1,0,1,7
41422,0.51,0.135,0.681,1,0,0,8
41423,0.625,0.155,1.229,0,0,2,11
41424,0.515,0.125,0.6095,1,0,0,8
41425,0.385,0.085,0.237,1,0,1,6
41426,0.425,0.11,0.3595,0,0,1,9
41427,0.33,0.09,0.17,1,0,1,6
41428,0.275,0.075,0.1145,1,0,1,5
41429,0.34,0.09,0.1865,1,0,1,5
41430,0.59,0.15,1.2135,0,1,2,18
41431,0.55,0.17,0.785,0,1,0,15
41432,0.57,0.155,0.983,0,0,0,9
41433,0.63,0.175,1.0915,0,1,0,9
41434,0.48,0.13,0.639,1,0,0,6
41435,0.43,0.095,0.3675,1,0,1,8
41436,0.565,0.16,1.053,0,1,0,10
41437,0.66,0.18,1.583,0,1,2,13
41438,0.66,0.18,1.539,0,1,2,11
41439,0.56,0.15,0.832,0,0,0,12
41440,0.425,0.1,0.3265,1,0,1,8
41441,0.475,0.105,0.441,0,1,1,8
41442,0.375,0.095,0.2405,1,0,1,6
41443,0.565,0.115,0.674,1,0,0,8
41444,0.59,0.16,0.9715,0,0,0,11
41445,0.415,0.095,0.2665,1,0,1,7
41446,0.65,0.19,1.1845,0,0,0,11
41447,0.375,0.1,0.28,1,0,1,6
41448,0.385,0.09,0.252,0,0,1,8
41449,0.57,0.155,0.88,0,1,0,9
41450,0.69,0.16,1.566,0,1,2,10
41451,0.65,0.18,1.7605,0,0,2,16
41452,0.55,0.18,0.7665,1,0,0,10
41453,0.585,0.145,0.9945,0,0,0,10
41454,0.54,0.175,0.8095,1,0,0,11
41455,0.44,0.11,0.449,1,0,1,8
41456,0.59,0.165,1.1155,0,0,0,12
41457,0.68,0.17,1.6675,0,1,2,12
41458,0.455,0.125,0.494,1,0,1,12
41459,0.6,0.155,1.122,0,0,0,12
41460,0.465,0.11,0.4525,0,0,1,7
41461,0.58,0.155,0.8785,0,1,0,11
41462,0.67,0.19,1.664,0,1,2,9
41463,0.35,0.09,0.1975,1,0,1,7
41464,0.595,0.155,0.981,0,1,0,10
41465,0.315,0.09,0.18,1,0,1,3
41466,0.56,0.17,0.7235,1,0,0,8
41467,0.47,0.165,0.771,0,1,0,8
41468,0.415,0.105,0.3245,1,0,1,7
41469,0.555,0.155,0.7565,0,1,0,9
41470,0.415,0.095,0.3675,1,0,1,6
41471,0.515,0.135,0.6295,0,0,0,10
41472,0.235,0.055,0.0205,1,0,1,4
41473,0.615,0.17,1.0595,0,0,0,8
41474,0.45,0.115,0.362,1,0,1,12
41475,0.39,0.1,0.2885,1,0,1,7
41476,0.665,0.18,1.4685,0,0,2,10
41477,0.55,0.15,0.884,0,0,0,13
41478,0.7,0.175,1.35,0,1,2,13
41479,0.225,0.075,0.0705,1,0,1,5
41480,0.52,0.13,0.6245,0,1,0,8
41481,0.36,0.09,0.237,1,0,1,7
41482,0.525,0.12,0.6275,1,0,0,8
41483,0.58,0.16,1.091,0,0,0,16
41484,0.495,0.125,0.5155,0,1,1,8
41485,0.565,0.14,1.0015,0,0,0,10
41486,0.575,0.155,0.9555,1,0,0,11
41487,0.5,0.14,0.6185,0,1,0,13
41488,0.615,0.17,1.1625,0,0,0,14
41489,0.18,0.035,0.018,1,0,1,4
41490,0.625,0.135,1.2075,0,1,2,12
41491,0.46,0.115,0.496,0,0,1,8
41492,0.475,0.125,0.439,1,0,1,8
41493,0.585,0.145,0.9055,0,1,0,10
41494,0.56,0.18,0.868,0,0,0,11
41495,0.455,0.135,0.3915,1,0,1,8
41496,0.535,0.15,0.7335,0,0,0,17
41497,0.245,0.04,0.0565,1,0,1,5
41498,0.495,0.125,0.5805,1,0,1,10
41499,0.255,0.065,0.094,1,0,1,5
41500,0.45,0.11,0.514,0,0,1,7
41501,0.435,0.09,0.368,1,0,1,7
41502,0.55,0.165,0.903,0,0,0,13
41503,0.525,0.145,0.7275,1,0,0,13
41504,0.51,0.13,0.7535,0,0,0,11
41505,0.19,0.05,0.0245,1,0,1,5
41506,0.665,0.19,1.6385,0,0,2,11
41507,0.25,0.05,0.0645,1,0,1,7
41508,0.485,0.135,0.6125,0,1,0,9
41509,0.67,0.175,1.5175,0,0,2,10
41510,0.715,0.205,1.74,0,0,2,9
41511,0.255,0.06,0.075,1,0,1,6
41512,0.58,0.15,1.142,0,1,0,9
41513,0.68,0.19,1.531,0,0,2,13
41514,0.575,0.165,1.038,0,1,0,21
41515,0.425,0.1,0.3685,1,0,1,8
41516,0.425,0.11,0.3715,1,0,1,8
41517,0.475,0.11,0.4035,1,0,1,7
41518,0.325,0.075,0.18,1,0,1,9
41519,0.505,0.13,0.624,1,0,0,8
41520,0.515,0.15,0.7405,0,1,0,9
41521,0.635,0.165,1.2565,0,1,2,11
41522,0.525,0.125,0.6325,1,0,0,8
41523,0.55,0.155,0.983,0,1,0,11
41524,0.57,0.18,0.9805,0,1,0,11
41525,0.73,0.175,1.7265,0,1,2,10
41526,0.59,0.165,1.0835,0,0,0,13
41527,0.625,0.15,1.221,0,1,2,9
41528,0.535,0.135,0.7545,0,1,0,9
41529,0.55,0.15,0.985,0,1,0,9
41530,0.455,0.105,0.4485,1,0,1,7
41531,0.595,0.17,1.0225,0,0,0,13
41532,0.585,0.155,0.939,0,1,0,9
41533,0.475,0.12,0.5185,1,0,1,8
41534,0.615,0.195,1.1045,0,0,0,22
41535,0.5,0.145,0.7045,0,0,0,16
41536,0.66,0.19,1.6135,0,0,2,11
41537,0.61,0.16,1.139,0,1,0,10
41538,0.61,0.16,1.0,0,0,0,16
41539,0.24,0.055,0.049,1,0,1,4
41540,0.525,0.125,0.813,0,1,0,15
41541,0.475,0.125,0.4915,0,1,1,7
41542,0.32,0.08,0.1725,1,0,1,6
41543,0.53,0.145,0.879,0,1,0,9
41544,0.67,0.185,1.5085,0,0,2,10
41545,0.525,0.16,0.6835,0,0,0,12
41546,0.57,0.16,0.778,0,0,0,8
41547,0.51,0.14,0.6915,0,0,0,8
41548,0.605,0.15,1.1075,0,1,0,11
41549,0.505,0.135,0.6335,0,1,0,9
41550,0.555,0.165,0.7865,1,0,0,10
41551,0.575,0.155,0.906,0,1,0,9
41552,0.575,0.165,1.012,0,1,0,10
41553,0.555,0.145,0.8205,0,1,0,15
41554,0.605,0.175,1.099,0,0,0,9
41555,0.46,0.11,0.4305,1,0,1,8
41556,0.68,0.165,1.6805,0,1,2,9
41557,0.555,0.14,0.8155,0,1,0,14
41558,0.375,0.095,0.213,1,0,1,6
41559,0.63,0.17,1.3645,0,0,2,20
41560,0.56,0.125,0.8775,0,0,0,15
41561,0.48,0.11,0.4755,1,0,1,9
41562,0.49,0.13,0.5355,0,0,1,8
41563,0.275,0.055,0.098,1,0,1,5
41564,0.625,0.175,0.9625,0,0,0,11
41565,0.5,0.1,0.7145,0,0,0,8
41566,0.45,0.11,0.4495,0,1,1,8
41567,0.38,0.09,0.237,1,0,1,6
41568,0.52,0.12,0.5205,1,0,1,9
41569,0.375,0.085,0.237,1,0,1,7
41570,0.58,0.13,0.8085,0,0,0,8
41571,0.505,0.13,0.622,0,0,0,13
41572,0.65,0.175,1.6785,0,1,2,10
41573,0.735,0.215,1.747,0,1,2,10
41574,0.275,0.06,0.0965,1,0,1,6
41575,0.71,0.2,1.931,0,1,2,12
41576,0.53,0.14,0.5795,0,1,1,11
41577,0.61,0.165,1.0285,0,1,0,13
41578,0.63,0.175,1.3115,0,0,2,20
41579,0.625,0.175,1.2435,0,0,2,11
41580,0.5,0.12,0.5795,0,1,1,7
41581,0.5,0.12,0.5965,1,0,0,10
41582,0.405,0.1,0.2885,0,0,1,11
41583,0.55,0.155,0.873,0,0,0,12
41584,0.53,0.165,0.8295,0,0,0,13
41585,0.59,0.155,1.0765,0,1,0,10
41586,0.52,0.16,0.7175,0,0,0,14
41587,0.715,0.18,2.0737,0,0,2,11
41588,0.6,0.155,1.3005,0,0,2,9
41589,0.61,0.165,1.1785,0,1,0,10
41590,0.515,0.12,0.5565,1,0,1,9
41591,0.56,0.13,0.8035,0,0,0,13
41592,0.65,0.185,1.488,0,0,2,20
41593,0.705,0.195,1.6885,0,0,2,20
41594,0.56,0.14,0.858,0,1,0,9
41595,0.325,0.095,0.2075,1,0,1,6
41596,0.48,0.135,0.5395,1,0,1,8
41597,0.365,0.105,0.2335,1,0,1,7
41598,0.6,0.15,1.0605,0,1,0,11
41599,0.435,0.1,0.4815,0,1,1,7
41600,0.555,0.135,0.7305,0,1,0,14
41601,0.625,0.15,1.1625,0,1,0,9
41602,0.64,0.2,1.217,0,0,2,15
41603,0.41,0.1,0.347,1,0,1,7
41604,0.275,0.06,0.101,1,0,1,5
41605,0.595,0.15,0.976,0,1,0,12
41606,0.53,0.135,0.8545,0,0,0,11
41607,0.44,0.11,0.3965,1,0,1,8
41608,0.28,0.07,0.128,1,0,1,6
41609,0.395,0.1,0.3265,0,1,1,14
41610,0.58,0.14,0.99,0,1,0,9
41611,0.58,0.12,1.122,0,1,0,8
41612,0.575,0.14,0.853,0,0,0,10
41613,0.655,0.175,1.4115,0,1,2,10
41614,0.635,0.185,1.137,0,0,0,9
41615,0.54,0.125,0.7965,0,0,0,10
41616,0.535,0.135,0.872,0,1,0,12
41617,0.37,0.085,0.2255,1,0,1,8
41618,0.6,0.135,0.922,0,1,0,8
41619,0.25,0.065,0.0685,1,0,1,5
41620,0.56,0.165,0.858,0,1,0,11
41621,0.78,0.21,2.3235,0,0,2,11
41622,0.595,0.145,0.981,0,1,0,10
41623,0.605,0.195,1.202,0,0,0,10
41624,0.595,0.155,0.8565,1,0,0,11
41625,0.61,0.145,1.148,0,1,0,9
41626,0.29,0.075,0.1135,1,0,1,5
41627,0.595,0.15,1.1815,0,0,0,11
41628,0.405,0.09,0.302,1,0,1,8
41629,0.61,0.15,1.107,1,0,0,8
41630,0.57,0.135,0.9555,0,1,0,9
41631,0.565,0.16,1.073,0,1,0,11
41632,0.56,0.165,0.952,0,0,0,10
41633,0.39,0.09,0.2325,1,0,1,8
41634,0.535,0.12,0.6095,1,0,0,9
41635,0.71,0.19,1.56,0,1,2,15
41636,0.54,0.155,0.857,0,1,0,13
41637,0.375,0.09,0.237,1,0,1,6
41638,0.61,0.175,1.1155,0,0,0,13
41639,0.245,0.065,0.0805,1,0,1,5
41640,0.575,0.145,0.9455,0,0,0,12
41641,0.6,0.16,1.089,0,1,0,9
41642,0.555,0.135,0.858,0,1,0,15
41643,0.605,0.175,1.1285,0,1,0,9
41644,0.505,0.125,0.6125,0,0,0,8
41645,0.555,0.13,0.6855,0,0,0,9
41646,0.59,0.13,1.073,0,1,0,8
41647,0.6,0.165,1.219,0,1,2,9
41648,0.565,0.12,0.895,0,0,0,9
41649,0.465,0.115,0.4495,1,0,1,7
41650,0.52,0.13,0.7185,0,0,0,8
41651,0.29,0.075,0.1345,1,0,1,5
41652,0.385,0.095,0.303,1,0,1,7
41653,0.6,0.16,1.0565,0,0,0,11
41654,0.565,0.15,1.065,0,1,0,11
41655,0.545,0.14,0.921,0,0,0,16
41656,0.355,0.095,0.1525,1,0,1,7
41657,0.43,0.11,0.379,1,0,1,7
41658,0.62,0.155,1.133,0,0,0,12
41659,0.465,0.11,0.4725,1,0,1,9
41660,0.44,0.115,0.4515,1,0,1,9
41661,0.18,0.045,0.0265,1,0,1,5
41662,0.68,0.18,1.6185,0,0,2,10
41663,0.455,0.12,0.4475,0,1,1,8
41664,0.49,0.135,0.5805,1,0,1,8
41665,0.655,0.21,1.359,0,0,2,17
41666,0.415,0.11,0.3635,1,0,1,7
41667,0.64,0.14,1.2465,0,1,2,9
41668,0.695,0.225,1.6385,0,1,2,11
41669,0.425,0.1,0.2645,1,0,1,7
41670,0.58,0.17,1.1005,0,0,0,9
41671,0.545,0.13,0.6905,1,0,0,9
41672,0.625,0.215,1.7715,0,0,2,16
41673,0.445,0.12,0.3705,1,0,1,8
41674,0.295,0.08,0.1295,1,0,1,6
41675,0.42,0.105,0.3535,0,1,1,8
41676,0.255,0.055,0.086,0,1,1,3
41677,0.57,0.145,0.872,0,0,0,10
41678,0.54,0.135,0.879,1,0,0,8
41679,0.58,0.135,0.9155,0,1,0,9
41680,0.605,0.165,1.1145,0,0,0,16
41681,0.545,0.15,0.99,0,1,0,21
41682,0.585,0.155,0.97,0,1,0,12
41683,0.585,0.15,0.874,0,1,0,10
41684,0.415,0.105,0.3245,0,1,1,10
41685,0.705,0.175,1.742,0,0,2,21
41686,0.605,0.19,1.0865,0,1,0,10
41687,0.435,0.095,0.3245,1,0,1,7
41688,0.645,0.2,1.4385,0,1,2,13
41689,0.37,0.085,0.252,0,1,1,7
41690,0.6,0.165,1.059,0,1,0,10
41691,0.565,0.14,0.6385,1,0,0,9
41692,0.31,0.075,0.1065,1,0,1,7
41693,0.485,0.125,0.556,0,1,1,9
41694,0.615,0.15,1.073,0,0,0,9
41695,0.505,0.14,0.6725,0,1,0,12
41696,0.52,0.14,0.528,1,0,1,10
41697,0.63,0.175,1.3305,0,1,2,11
41698,0.565,0.145,0.9555,0,1,0,11
41699,0.515,0.135,0.8035,0,1,0,8
41700,0.605,0.185,1.0385,0,1,0,8
41701,0.69,0.155,1.494,0,1,2,15
41702,0.35,0.095,0.211,1,0,1,7
41703,0.495,0.14,0.7635,0,0,0,9
41704,0.62,0.16,1.0915,0,0,0,10
41705,0.445,0.1,0.378,1,0,1,7
41706,0.205,0.045,0.0455,1,0,1,5
41707,0.345,0.08,0.1735,0,1,1,9
41708,0.64,0.18,1.2405,0,1,2,9
41709,0.44,0.125,0.4765,0,1,1,9
41710,0.61,0.165,1.0385,0,1,0,18
41711,0.525,0.13,0.6025,0,1,0,8
41712,0.67,0.175,1.3245,0,1,2,10
41713,0.485,0.135,0.594,1,0,1,9
41714,0.555,0.145,0.8995,0,1,0,10
41715,0.55,0.15,0.897,0,0,0,8
41716,0.555,0.16,0.769,0,0,0,8
41717,0.27,0.06,0.0915,1,0,1,5
41718,0.585,0.16,1.0225,0,1,0,15
41719,0.645,0.175,1.3905,0,1,2,13
41720,0.645,0.18,1.319,0,0,2,13
41721,0.33,0.08,0.15,1,0,1,6
41722,0.605,0.16,1.1045,0,1,0,9
41723,0.42,0.105,0.368,1,0,1,8
41724,0.535,0.125,0.6515,1,0,0,8
41725,0.575,0.175,1.0405,1,0,0,16
41726,0.2,0.04,0.0265,1,0,1,8
41727,0.28,0.07,0.1435,1,0,1,5
41728,0.59,0.16,1.0265,0,0,0,10
41729,0.405,0.11,0.2625,1,0,1,6
41730,0.67,0.2,1.4255,0,0,2,12
41731,0.36,0.085,0.2065,0,1,1,7
41732,0.46,0.115,0.4985,1,0,1,8
41733,0.37,0.09,0.2565,1,0,1,7
41734,0.475,0.095,0.4565,0,0,1,8
41735,0.565,0.145,0.9815,0,1,0,9
41736,0.6,0.17,1.1045,0,1,0,15
41737,0.5,0.135,0.6635,0,1,0,8
41738,0.66,0.17,1.2705,0,1,2,10
41739,0.46,0.12,0.5735,0,0,1,9
41740,0.535,0.145,0.8165,0,1,0,10
41741,0.23,0.05,0.0245,1,0,1,3
41742,0.58,0.15,0.9335,0,1,0,9
41743,0.53,0.125,0.7805,0,0,0,8
41744,0.655,0.175,1.44,0,1,2,11
41745,0.505,0.12,0.6355,0,1,0,7
41746,0.535,0.155,0.6635,0,1,0,19
41747,0.17,0.055,0.0235,0,1,1,5
41748,0.6,0.145,0.9715,0,0,0,9
41749,0.615,0.16,1.025,0,1,0,8
41750,0.58,0.165,0.97,0,1,0,14
41751,0.595,0.145,0.9865,0,0,0,10
41752,0.595,0.15,0.9065,0,1,0,9
41753,0.36,0.085,0.2385,1,0,1,6
41754,0.46,0.105,0.393,1,0,1,11
41755,0.58,0.145,0.9805,0,1,0,14
41756,0.555,0.13,0.8515,0,0,0,12
41757,0.525,0.135,0.8145,0,1,0,9
41758,0.45,0.115,0.4775,0,0,1,8
41759,0.615,0.14,1.1345,0,0,0,13
41760,0.575,0.15,0.857,0,1,0,9
41761,0.6,0.155,1.0295,0,1,0,9
41762,0.555,0.15,0.9205,0,1,0,10
41763,0.575,0.155,0.837,0,0,0,9
41764,0.36,0.095,0.259,1,0,1,7
41765,0.37,0.09,0.28,1,0,1,7
41766,0.575,0.14,0.8265,0,1,0,9
41767,0.57,0.145,0.9895,0,0,0,13
41768,0.6,0.175,1.2665,0,0,2,12
41769,0.64,0.15,1.142,1,0,0,9
41770,0.505,0.14,0.6265,0,0,0,13
41771,0.295,0.075,0.1365,1,0,1,7
41772,0.405,0.11,0.314,0,1,1,12
41773,0.36,0.1,0.2305,1,0,1,7
41774,0.535,0.165,0.855,1,0,0,9
41775,0.255,0.065,0.0815,1,0,1,5
41776,0.705,0.205,2.1995,0,0,2,11
41777,0.585,0.175,1.024,0,0,0,16
41778,0.56,0.15,0.9585,0,0,0,13
41779,0.575,0.125,0.9365,0,0,0,8
41780,0.35,0.095,0.1735,0,1,1,7
41781,0.635,0.16,1.1805,0,1,0,9
41782,0.665,0.16,1.3445,0,0,2,15
41783,0.425,0.115,0.3675,0,0,1,8
41784,0.475,0.14,0.5215,1,0,1,14
41785,0.42,0.095,0.3415,0,0,1,9
41786,0.575,0.15,1.0265,0,1,0,8
41787,0.55,0.14,0.9125,0,1,0,9
41788,0.395,0.08,0.2985,1,0,1,8
41789,0.5,0.11,0.5205,0,0,1,7
41790,0.23,0.085,0.091,1,0,1,4
41791,0.55,0.135,0.651,1,0,0,9
41792,0.735,0.2,2.2355,0,1,2,11
41793,0.455,0.115,0.452,1,0,1,9
41794,0.335,0.09,0.1365,1,0,1,6
41795,0.385,0.09,0.2545,0,1,1,8
41796,0.675,0.175,1.587,0,1,2,9
41797,0.355,0.095,0.192,1,0,1,7
41798,0.51,0.14,0.6295,0,1,0,8
41799,0.45,0.13,0.553,0,1,1,7
41800,0.53,0.15,0.7365,1,0,0,8
41801,0.565,0.125,0.848,0,0,0,10
41802,0.575,0.165,1.013,0,0,0,17
41803,0.53,0.155,0.9945,0,1,0,9
41804,0.555,0.14,0.6985,0,0,0,13
41805,0.48,0.135,0.6275,1,0,0,12
41806,0.6,0.22,1.005,0,1,0,20
41807,0.575,0.155,0.9915,0,1,0,11
41808,0.645,0.18,1.2915,0,0,2,10
41809,0.53,0.125,0.6865,0,1,0,10
41810,0.54,0.135,0.783,0,0,0,9
41811,0.53,0.15,0.7805,0,0,0,9
41812,0.4,0.1,0.33,1,0,1,6
41813,0.275,0.065,0.111,1,0,1,6
41814,0.545,0.13,0.981,0,1,0,9
41815,0.525,0.16,0.8795,0,1,0,10
41816,0.605,0.17,1.084,0,0,0,16
41817,0.575,0.17,0.876,0,0,0,11
41818,0.595,0.155,1.2695,0,1,2,8
41819,0.59,0.165,1.15,0,1,0,17
41820,0.68,0.23,1.566,0,0,2,11
41821,0.625,0.185,1.098,0,1,0,17
41822,0.61,0.17,1.177,0,0,0,10
41823,0.515,0.12,0.939,0,0,0,13
41824,0.56,0.14,0.874,0,0,0,9
41825,0.45,0.12,0.4355,0,0,1,8
41826,0.555,0.13,0.959,0,1,0,10
41827,0.58,0.175,1.0945,0,0,0,13
41828,0.525,0.175,1.1035,0,1,0,17
41829,0.525,0.13,0.769,0,0,0,9
41830,0.565,0.135,0.8445,0,1,0,8
41831,0.525,0.14,0.7305,0,0,0,10
41832,0.575,0.14,0.9145,0,1,0,9
41833,0.535,0.135,0.7385,1,0,0,8
41834,0.275,0.09,0.117,1,0,1,8
41835,0.615,0.18,1.056,0,0,0,13
41836,0.53,0.13,0.717,0,0,0,8
41837,0.39,0.095,0.361,1,0,1,7
41838,0.525,0.155,0.836,0,0,0,14
41839,0.635,0.155,1.1345,0,1,0,8
41840,0.61,0.215,1.7885,0,0,2,23
41841,0.475,0.13,0.514,0,0,1,7
41842,0.435,0.105,0.3675,1,0,1,8
41843,0.62,0.185,1.0915,0,0,0,10
41844,0.515,0.125,0.5705,0,0,1,8
41845,0.405,0.09,0.2905,0,0,1,7
41846,0.57,0.15,0.9085,0,1,0,16
41847,0.42,0.11,0.364,1,0,1,8
41848,0.52,0.135,0.837,0,0,0,14
41849,0.645,0.155,1.3725,0,1,2,9
41850,0.575,0.155,0.872,0,0,0,10
41851,0.415,0.11,0.3375,1,0,1,8
41852,0.435,0.115,0.382,1,0,1,12
41853,0.45,0.11,0.3705,0,1,1,7
41854,0.675,0.15,1.52,0,1,2,11
41855,0.605,0.15,1.0285,0,1,0,10
